system time,2022-09-28 19:17:18
problemName,swimmer
N,100
maxgen,300
D,18
M,2
generation,10
30.802296320278913,138.74011230019204
27.883049751360943,140.43227769996435
153.34937951455885,46.49694989716528
27.883271259943285,140.36149872760396
145.882438988364,47.29252156493229
-0.40618428467564627,153.5928875285919
27.883049751360943,140.43227769996435
46.865543476783415,128.11873578341942
94.06933576425575,78.7143668725277
196.9212134422077,28.946880135207095
66.03058626036903,103.29187459137896
89.0664387775123,94.38035648392173
24.37524048758985,147.2568652728674
142.41250010807755,48.09735748307787
142.41250010807755,48.09735748307787
30.805574939195253,137.81186683717868
135.2193269655296,66.67457206418604
177.35919151910713,45.58577964351883
12.382588249911862,153.5780353069734
30.802296320278913,138.74011230019204
179.16267315363018,29.75195631155509
163.71208396760917,36.369893560573075
161.67193765399705,37.648778056539356
130.31867946590773,56.369497684796784
-0.15230471293119763,153.54098178363387
153.95341984280893,45.45359296679936
-0.15230471293119763,153.54098178363387
130.31867946590773,56.369497684796784
63.69083509448504,94.80142484898596
23.46722319617635,144.2421650270497
17.719310427648736,147.2193565536697
54.32823635386663,99.85944961265
17.719310427648736,147.2193565536697
17.719310427648736,147.2193565536697
83.41429659639613,83.59559483280987
59.563869766611504,97.9413014482727
22.747198184327544,144.94455970054238
17.719310427648736,147.2193565536697
28.6190581665345,137.32120756037926
30.993602295289634,121.24117048241334
87.20529219801162,79.02069677939176
30.96693429728981,121.48371470449177
39.413026263149845,114.84781032993186
17.719310427648736,147.2193565536697
61.28171146434812,96.12922690246177
17.719310427648736,147.2193565536697
59.563869766611504,97.9413014482727
41.58779604116023,114.16775055183882
54.32823635386663,99.85944961265
194.54397764324452,28.603353116439905
81.3444119391707,92.94005841128887
45.570294116424805,106.4733969312478
44.905829364452615,110.50827479651457
30.754207739402034,137.2105730779013
90.02868551443004,57.85597260435233
126.2725678738052,56.99231012301317
54.32823635386663,99.85944961265
-0.41060883501904755,153.5898680642483
157.47709710929703,41.844716451136094
181.4333951635105,27.247183440228696
-16.917388714147762,152.36679657975733
103.47112735206258,52.373861984968954
116.33066865478173,50.85033066581303
116.08404823532737,51.189939248927686
94.46981827897315,52.96763286004071
-12.375143285070578,149.1819643990224
29.08264585965094,130.87466914460504
29.1361810618381,130.57096750497496
145.04561114878632,44.950741466950774
155.8524107013949,30.94050551808624
175.60986482814823,28.176022500632087
42.254243832315694,103.51085616076142
29.882230739805152,125.34486851237665
44.21514976796294,102.09603924263675
85.1264780379617,68.27900591532591
85.55139189446578,64.30895602758608
38.27674956424465,114.70070911042308
38.36453521200059,114.09219684130011
75.83716205684294,82.60711057417228
75.83716205684294,82.60711057417228
75.83716205684294,82.60711057417228
22.239066523558904,140.18972996497442
63.288991741768314,94.12869371058707
21.87903844884835,143.99909183465732
86.32042895087017,54.80907587243965
76.62201520751307,81.04513926497424
17.74355327026842,144.80111244459496
77.05396924132572,80.74820348864512
26.95285537703444,132.264096901486
27.938537452099524,131.8006403890036
75.83716205684294,82.60711057417228
30.969994625768663,121.21738927837526
63.288991741768314,94.12869371058707
193.33643509654206,10.540851762565467
25.36200068994259,134.63203575962382
3.5534066236701847,146.8406023362375
-15.883957810972277,150.78533499728417
29.835473835570156,129.77216826972784
186.40825844802427,22.149255407068324
188.83177372192384,10.09853065554205
generation,20
-0.40618428467564627,153.5928875285919
197.09061804409322,85.29276367871782
-0.39965601622310487,153.59287558739257
98.78414654263702,117.32689372442479
10.846796257033077,153.58067941888584
148.91750802563723,89.29995000066998
238.62952841927267,22.193060541730006
197.09061804409322,85.29276367871782
98.78414654263702,117.32689372442479
99.03141594243448,117.30934960346184
75.65774291015086,130.5204797559535
22.762104241575344,151.69336656156318
10.846796257033077,153.58067941888584
97.80520642065827,123.06639766902882
74.61494865426886,132.3526264836758
-0.3619611235966431,153.59053184692053
172.26049037834323,86.17413479493737
200.01048251831443,79.45079916933753
212.76256086140793,28.014516027078173
172.27752711767462,86.15032436727736
159.39218477418342,86.56376023053204
-0.4626185537218248,153.59406854458297
100.86119150541674,116.93876231022267
68.72786030792159,140.07507631765787
200.01048251831443,79.45079916933753
116.2558861934751,110.38949759362919
137.06099431543606,96.5837747002112
17.395571986730033,153.579612483897
18.376360936620472,153.57880557490125
10.143906520006908,153.58141930522032
10.143906520006908,153.58141930522032
108.05323226602377,114.46146338963206
200.01048251831443,79.45079916933753
98.78414654263702,117.32689372442479
20.24647757565856,152.17435997366564
125.27174017366406,100.54213017172557
6.826365171080397,153.58318438839348
11.847624982411958,153.57963221900144
64.67549718196594,151.39726613991374
27.086958018382802,146.77086202946393
23.062715484582668,148.6339102903016
107.61655522924138,114.17817159010099
27.086958018382802,146.77086202946393
116.73754347199733,99.34783566288581
24.009152605402505,147.62558540644363
27.086958018382802,146.77086202946393
29.61604441663394,146.35000155942583
24.448665738233444,147.39306168357535
35.18467891759536,146.0438788786891
116.73754347199733,99.34783566288581
-0.5146343292294091,153.5938083383947
67.76382465527863,132.6250680937248
17.7829768508783,153.5784432954673
-0.38772212635484493,153.59044176088005
206.70557568924963,27.225812886590347
-0.4249816283545442,153.59271891912232
196.33550485812785,30.43459782154912
196.33550485812785,30.43459782154912
195.3040797879288,81.49006641571776
138.3832322879593,87.41410090786616
195.25367840521653,81.51325196753152
10.715477519965305,153.5805243815234
74.49284599507376,131.16909094465075
124.38432051765488,93.65885564613899
69.72496525774204,131.62461648149025
194.16487504980637,85.18094035020931
115.15765611738703,108.45847887814381
142.11912879619842,85.87516369043317
114.57632571492775,109.17356792711101
50.52363879577456,146.04203719311718
199.23290267252295,28.97238635812198
238.19172794297484,22.091148574957288
61.03341614579284,140.99248399160336
2.595463047910698,153.58207148921872
11.160292454219586,153.578481942769
90.15564965814863,120.40904061138664
142.11912879619842,85.87516369043317
116.73754347199733,99.34783566288581
67.76382465527863,132.6250680937248
93.46248996144459,117.35152807958843
113.11535533655604,109.13672663878066
113.11535533655604,109.13672663878066
